score	sentiment	split	text
5	pos	train	Today was my 7th visit to the resaurant. Finkerman's BBQ is not only excellent, it is consistant. I have been for several years a big fan of its sister restaurant, Ariel's in Brookfield Vermont. A very different restaurant of similar high quality. This one is operated by Lee's sister, an experienced graduate of NECI. Sorry I am forgetting her name, but it is clear that she has Lee and Richard's instincts about how to take care of people who like good food. Reservations are suggested at Vermont mealtimes as the restaurant is frequently very busy, the parking lot pretty full. The owners chose to open with little sound absorbing material in the dining rooms. I believe that they will be adding materials that will reduce the amount of sound in both rooms in the near future. But that should not keep anyone away. Although it may not be the place for a romantic meal during dinnertimes, it can be at other times. And, I suspect it may get to be romantic even during dinnertime and lunchtime in the future. Not mentioned in other reviews is the family orientation of this restaurant. There is a playroom with local artist mural on the wall. It is a great place for kids who don't want to stay at the table as long as adults. This importance of this parent-friendly touch is not to be underestimated.
5	pos	train	An elegant but friendly Northern Italian ambiance. Charming waitstaff -- very helpful and fun. Very Italian -- very continental. Great Italian food (not the red sauce kind)-- wonderful chef-owned restaurant. In summer, a lovely outdoor eating area -- I return to this restaurant regularly. Have never had a bad experience.
5	pos	train	I just moved to Mariposa, and the night I unloaded the truck, I came to town to eat. For some reason, I chose The Gold Rush. I was surprised how late they were open, and even more surprised at the fair prices. But I was pleasantly surprised at the meal that arrived. Huge helpings and good tasting. I now eat there two or three times a week. Supper is fabolous there, but I highly recomend breakfast! There's an unbelievably good breakfast of: 3-eggs, & ham-or-bacon-or sausage & hash browns-or-biscuts-and-gravy & buttermilk pan-cakey's ......... all served at once for a bargain price. The employees are all so kind and friendly; especially to me, the new stranger in town. My drink is always full and my food comes hot.
5	pos	train	Cafe Brasil is an incredible culinary experience if you are in search of good authentic Brazilian cuisine. The restaurant was destroyed by a fire on January 2004 and 10 months later like the mythical Phoenix, Cafe Brasil rose from the ashes, continuing its tradition of tantalizing taste bud experience and four star service. When we arrived we knew we in for something special when we observed the masses patiently waiting for their turn to be seated, our wait of 1 hour was more than worth it, when we finally sampled the breakfast menu and the fresh squeezed orange juice. Most of the diners I chatted with had nothing but praise for the service and the food, one young man claims he eats at Cafe Brasil four times a week. Cafe Brasil seems to be a popular UC Santa Cruz dining spot and is located minutes from the popular Santa Cruz beach and boardwalk (driving time).I plan on returning to Cafe Brasil as soon as humanly possible.
5	pos	train	Wonderful. Great place to go on a date with your husband, or your could even take the whole family. There is something for everyone.My husband and I recently went to dinner at Jameson Char House,in Mount Prospect, IL. It was really nice. You get alot of food for your money. We enjoyed a reasonably priced cocktail and then split an appetizer of Stuffed mushrooms with spinach and hollandaise sauce. With your entree you get soup, salad, bake potato or rice and a big bunch of fresh broccoli. We both got filet mignon. The portions could have been alittle bigger, but they tasted really great. Good quality of food. Very nice atmosphere. You need to make sure you make reservations, it gets really crowded. They have complimentary valet parking too!
5	pos	train	I have been to many Japanese Buffet style restaurants. There is definitely a difference in the quality of food, precision of display, and service/stewardship at Todai San Diego. I've even been to other Todai restaurants and this one is not only the largest, but has the best variety in food choices. My family and I always have a great dining experience at Todai and I would highly recommend you try it for yourself!
5	pos	train	It was a very pleasantful experience. I enjoyed the setting, which felt nice and cozy. I felt almost like I was sitting at home. The service was great. They explained how it might take a little longer than most places to get my food, because everything was made fresh to order, which I didn't mind waiting for if it was being made fresh. I don't think anyone would mind waiting a little longer for food if it's fresh. Their mocha's, I think, are better than any place that I've been before. Better than Starbucks. I really enjoyed myself while I was there, and I'm definately going to return next week.
5	pos	train	Excellent experience! My girlfriends and I were starving last Wednesday and decided to try Senix Creek Inn. We were pleasantly surprised to find that they had an all you can eat shrimp special where you could have your shrimp scampi style, stuffed, fried or buffalo style. PLUS you got a side of pasta with alfredo sauce, marinara sauce or scampi sauce, whichever you prefer. Our salads were amazingly fresh and we got cole slaw with dinner, too. We went to being famished to being totally satisfied. And the shrimp dinner is only $16.95! Sarah, Michaela and I plan on going back every Wednesday we can.
5	pos	train	AMAZING! Love, love, LOVE this place - it has a beautiful atmosphere. Pleasant, quiet, and yummy. Everyone who works there has a friendly, courteous attitude. The price is a little up there, but WELL WORTH IT. Cameron Mitchell owns a great group of restaurants (another one of my favs being Martini!!!) I highly suggest you get to Mitchells if you live ANYWHERE near Columbus, Ohio...! :) :)
5	pos	train	FOOD IS DA BOMB, INEXPENSIVE, GREAT SERVICE, AND OF COURSE, IT'S IN DALY CITY
5	pos	train	Mario's is a family run restaurant. The food is cooked to order and I think it's the best Italian food I have had, outside of my Mama's and Mother-in-laws home.
5	pos	train	The experience was great, starting from the reservation. We let them know we had two vegatarian friends and they explained they would create special dishes for them when they arrived. They sat us in a wonderful table. The sevice was excellent and they started us with bread and three types of butter (salmon, guava and garlic). We started with a seafood appetizor and Inspired Nachos that were awesome. Our vegetarian friends were asked what they were interested in eating and the chef created two special meals that were fantastic. The rest of us had fish, steak and pastas that were all excellent. We ended with deserts chocolata pate and apple/cranberry crunble with the best ice cream we've ever had. Where does she get all this great food?
5	pos	train	Great food, small cozy atmosphere. Wonderful food selection and nice staff. Great value!!!!
5	pos	train	It was very good and I have gone back numerous times. I would recommend it to anyone who is in the area. You'll have a very pleasant experience! (and as a little treat, on your birthday you get a free dessert!)
5	pos	train	I am originally from N.Y. I happen to be the biggest veal critic. This by far is the best I have ever eaten. The Picata is outstanding, the appetizers are outrageous the spaghetti & garlic is to die for. Not to mention all the other delicious items on the menu. The deserts are incredible too!...Ohh let me stop!! my stomach is starting to growl just thinking about there food. Great atmosphere too!! Definitely two thumbs up. It's the best dining I have ever experienced.
5	pos	train	Exquisite dining experience. Entertaining guests from out-of-town, a definite must try!! Chef/Owner Jimmy Schmidt and Executive Chef Chris Franz present some amazing food -- best steaks in the city! Desserts rock, service is exceptional! Don't miss the view!
5	pos	train	I love this place so much that I try to go there once a week for lunch. It is a respite for a bad day at work.
5	pos	train	I reguarly eat at the Mayflower. It is a beautiful restaurant and the view from the window is pretty Plymouth Harbour and the Mayflower. In summer the deck is open and you can eat and drink under the stars watching the boats in the Marina and Harbour float on the water. The view is fantstic. The food is superb and reliably good. Their bruschetta appetiser is garlicky and served with shrimp and scallops - plenty for two. All their seafood dishes are exquisitely seasoned and the steaks are cooked to your specification. They serve lamb chops and plenty of chicken dishes, plus they cater to vegetarians. You may ask for something special as often they are only too willing to accomodate. If you are visiting Plymouth this is a worthwhile restaurant in which to eat. By the way, there is no need to book a table on the open air deck during the summer, plenty of room for all!
5	pos	train	This place is amazingly breathtaking once you step inside. Not any other Indian Cuisine. It stands out from the atmosphere to the music and food presentation. The price is fair, food is great and service is friendly.
5	pos	train	Cool Spot! Beautiful people, great food. We sat outside and had a great meal. We will do it again soon!
5	pos	train	Muy buena comida y exelente vino y exelente merera se llama Marisol...............two . Very good food and excellent-wine the waitress named Marisol was excellent too.
5	pos	train	I agree! What a great place for some warm comforting wonton soup. Excellent side dishes too- perfect place on a cold rainy day in San Francisco. can't wait for the next cold and rainy afternoon, we are so there!
5	pos	train	Pasha has a very chic, hip atmosphere with attentive, knowledgeable servers, and delicious cuisine. They also are open very late (at least 4 am) and you can order off the dinner menu at that hour and receive full service. Later, when the crowd picks up even more, there is dancing and a real party atmosphere. A wonderful place, we have been there several times when passing through Chicago. Located on Clark near Ontario downtown.
5	pos	train	My boyfriend of five and a half years, Jai, and I go to Bugaboo all of the time!!! It is our favorite restaurant. Even if you don't like steak, they have great chicken, and fix too!!! Not to mention the entire building is filled with wild animals, and a singing bison. What a great experience. Try it, you will love it.
5	pos	train	great
5	pos	train	Very Appriciated Warming Under Construction, but the food made up for it.
5	pos	train	Loved it will be going back a lot
5	pos	train	We were immediately greeted at the door and seated. Our whole party of eight was not there yet, but the waitress stopped by multiple times to see if there was anything she could do for us. Their Clam Clam Clam Chowder is thicker and creamier than most and way more flavorful and has more clam pieces. My entree, garlic parmesan chicken pasta, was excellent. The sauce was light and not overpowering. The pasta was cooked correctly. The host stopped by twice while we were there to see if everything was up to our expectations. The waitress asked if we needed refills before they were gone. The menu is versatile and they offer a large selection of beer on tap, most notably the best microbrews from the area. Overall, the experience was way beyond compare.
5	pos	train	Forget that place Becco ,this place Sevilla blows it away. The food ,service and the feel is the way it should be who gives a crap about some old lady who cooks on T.V. do you think she is in the kitchen cooking for you No. I only say this because the food at Becco was disgusting and the next day we discover Meson Sevilla and it was another world This is the real deal the best on 46th street.
5	pos	train	"My son and I were in the Pomona area (4/6/04) and stopped here for lunch because of a recommendation. We ordered their Thai Fried Rice with chicken ($5.95 each) and an order of Fried Wontons ($4.25). Both were delicious, as were the sauces served with them. Lots of food. Service was very friendly. Restaurant has an ""A"" rating for cleanliness. We will return."
5	pos	train	"WOW!!! this place LOOKS like an ""ordinary"" pizza place from the outside --- from the 2 reviews I read here my hubby & I decided to give the place a try. We had a WONDERFUL meal!!! The food was EXCELLENT, she service was as well! there was a singer who was really good! I just can't say enough nice thing about this place. We will go back there for sure!!!"
5	pos	train	The best spicy food restaurant with great server and fast service. Just one bite and you will be right for the night, and plan for the next return.
5	pos	train	Great, can't wait to go on March 13th for the Beach Bash with the sand and mechanical bull!!!
5	pos	train	I remember meeting someone on the beach and Waikiki, and they asked me where I was from. When I told them I was from South Florida, they asked me why someone would fly 6000 miles just to go to another beach. I explained that Waikiki isn't just another beach because in the hotel courtyard ladies were dancing the hula. I bring this up as way of explaining how the Mai Kai in Ft. Lauderdale has survived so long and has prospered so well. Step into this slice of Polynesia and be transported thousands of miles away from South Florida. The Mai Kai was created in 1956 to resemble a polynesian village. From the outside, the restaurant looks like nothing else in the neighborhood. Tall green foliage surrounds it, tiki torches mark the boundries, a wooden bridge links the parking lot with the passing street and the thatched roof gives it the final touch. Inside, the bar has a nautical motif, but the restaurant itself continues the polynesian theme begun on the outside. Each Room reflects a different region of Polynesia and overlooks a waterfall or lagoon. Giant tiki scuptures guard the entrance to the gardens. Dinner at the Mai Kai is a mix of oriental and polynesian dishes. Hawaiian Chicken and and Chicken with a Ginger Peanut Sauce are among the best of the chicken entrees of which there are 11 on the menu. The beef dishes, all made with filet mignon, include the Mai Kai's very tasty orange beef, and a very delicious Bangkok Beef with Fresh Basil which is chunks of beef tenderloin, sauteed with straw mushrooms, bamboo shoots and fresh basil with Thai seasonings. There are 8 beef dishes on the menu. There are four pork dishes on the menu, the best being the Lemongrass Pork Tenderloin. Macadamia nut encrusted grouper tops the seafood menu which is full of all sorts of tasty treats from the seas. No dinner at the Mai Kai is complete without the pu pu platter. This combination plate for two features Shanghai Chicken, Egg Roll, Crab Rangoon and Tahitian Cheese Tangs. Appetizer people can order from a menu of nearly two dozen hot and cold dishes to whet your appetite before the big show. The show at the Mai Kai is something else again. If you have even been to the Polynesian Culture Center on Oahu, you know how beautiful and exciting a polynesian show can be. Which this one is neither as large or elaborate as the one in Hawaii, it is still the best one stateside. Featuring dances from all the polynesian islands, your guide, Sonny, makes it all fun and educational. The show ends with fire dancers and always gets big applause. And don't leave without trying one of the Mai Kai's desserts. If you have a party of four or more, try the Polynesian Surprise. A volcano of ice comes to your table covered with fruits and blazing with sparklers. The service is great, the food is very tasty, the show is second to none, and even if you aren't a tourist it is still worth a visit every now and then. If you are visiting Miami/Ft. Lauderdale the Mai Kai is a must.
5	pos	train	Fantastic combinations in flavor & textures. A wonderful new place, if a little noisy. Try the Peekytoe Crab, and is it's available, the Four Flavors Chocolate for dessert. The little amusee cups are a treat, as are the homeade lollipops you enjoy long after leaving.
5	pos	train	1. My experience at Sydnee DeMar was a pleasure! The food was delicious! It was served with style, flair and efficiency! The pasta and shrimp were my favorites along with the YaYa a.k.a seafood gumbo ! Watch out for the jerk wings ! Did I mention the leftovers? The entrees are well proportioned.... and are tasty treat when hunger strikes...again! This is a new restaurant we found near the Inner Harbor in Baltimore and it has been described as 'intimate, upscale and delicious!' Indeed so! The service was good ~ and the Manager greeted us at our table to ensure everything was prompt and in order. When you visit Sydnee DeMar you won't leave hungry and you'll have change too! Review submitted by: Angela Singletary 2. Sydnee Demar is one of the best places I have been to in a while. The food was excellent & affordable. The interior design is what impress me the most along with the service that was provided, it was fast & courteous. I strongly recommend this restaurant to many people. If you're looking for good food, a pleasant atmosphere, along with a professional and courteous staff then you need to come to Sydnee Demar ASAP. Much Success & Prayers for this beautiful establishment...
5	pos	train	Always very consistent and great value. This Brinker chain has found a winning formula!
5	pos	train	The best Hamburgers in East Texas. Bar None!!!! They also have Chicken Fried Steak Burgers that melt in your mouth. They also have a pot of beans on a simmer free of charge with your meal. Drive in avilable if you are in a hurry. At meal times you better be early or you will be standing.
5	pos	train	Our party of 4 had a great time at Robin's. Even though it was very busy, we didn't feel rushed. The ribs were fabulous. The meat fell right off the bone. Probably the best baby backs I've ever had. Other in our party split the huge Garbage Can Combo. It had samples of everything they smoke & it also was great. This is a really neat place. They seem to really care about your experience. We'll add Robin's to our growing list of discoveries thanks to we8there.com. Thanks. MT
5	pos	train	My husband visited Tia Rosa last May '04 and play to revisit in June '05! We loved the restaurant! The chips and salsa are nothing that we've ever had. We're from the Mid-West and after eating at this restaurant, we can hardly stand the taste of other Mexican restaurants. The seasonings and spices in the food was excellent. We loved it so much that on our way to the airport, we took an order to go on the plane! :-)
5	pos	train	This is probably one of the best places to dine before the symphony or the opera. But make your reservation early! If you let them know that you've got theater tickets, they'll make sure that your food is ready in a timely fashion and that you're out the door in time to make the show - all without rushing you! And try the fries!
5	pos	train	"This is a great burger bar. You can select a type of meat and the size of the burger (1/3 lb, 1/2 lb, 2/3 lb, 1 lb) and get it cooked the way you want (I like medium rare and they do a great medium rare). They cook it after you order it (how unusual these days). They make their own buns. They have many varieties of special burgers. They have a toppings/condiments area where you can put your burger together. It is great. Never ending supplies of lettuce, tomatos, onions, pickles, salsas, jalapenos, etc. Since I make my own burgers for BBQs I think I have set a pretty high bar on burgers, but these guys come just about as close as possible without being homemade. Basically I go there whenever I feel I can justify it to my stomach. They also have soups and salads, chili, dogs, fries...the kinds of things you would expect at a burger bar. They are good. I tried their chili once and it was really quite good. Last night my girlfriend had a chili cheese dog. We would have preferred smoked sausage over the traditional beef dog but it was good. They also appear to make their own deserts, though I have never had the room for any after the burger. The surroundings are very nice, but at this particular store they are very close to a theater multiplex and free structure parking, not to mention being right off the 280. Its a big place, and it appears to be all set up for parties. It seems to be sort of a 60s ambiance, whatever that means. I grew up in the 60s and there really wasn't anything like this then. That said I like it the atmosphere whatever you want to call it. Tables are campy and the ""napkins"" are rolls of paper towel."
5	pos	train	...The Server/bartender's name was Ron...attentive w/perfect timing...the Chef's name was Ray...the blackend Halibut was perfectly seasoned as was the Ceaser salad and boiled reds....wonderful meal...along with Ron and Ray's pleasing banter...very nice evening all around...
5	pos	train	While I was living in Japan, this was a usual Friday night out with my wife. The ramen here is absoluetly delicious, probably the best I had eaten in Yokohama, and if you know Japan, you know that Yokohama is the place for Ramen. We ordered the regular ramen and a kakuni ramen. The broth is thick and incredibly flavorful, the service is super-fast, and the prices are pretty much like any you'd pay anywhere else. It's a tiny little place, but they've always got jazz music playing on the speaker system, and the decor suggests they're trying to be a little more modern/fusion than other ramen places. For non-Japanese speakers, they have a picture plaquard outside which you can use to oorder what you want. Be ready for a wait sometimes, there's outside numbered seating. At any good Ramen shop, there's ALWAYS a wait. If you enjoy tonkotsu ramen (pork broth) then this is totally the place to go. I've heard there are other Nanashi locations around Yokohama, but I am not sure. http://www.nanashi.co.jp/
5	pos	train	Excellent, Excellent! For being in a rural northern atmosphere this restaurant was wonderful. EXCELLENT service, and a very attentive and pleasant staff!
5	pos	train	While visiting Orlando for a wedding, we stumbled upon this place after seeing a brochure at the Kennedy Space Center. We arrived at 5 p.m. and waited about a half-hour, but it was well worth it. The quality of the food was outstanding; the portions unbelievable. I had lobster (the entire lobster, not just the tail), crab legs (5 big ones), shrimp and scallops. My girlfriend had shrimp, scallops and a crab cake. With one drink and one dessert, the bill was less than $55. All the locals in the wedding also raved about the place. We liked it so much, we went back for lunch a few days later before going to the airport.
5	pos	train	Very enjoyable overall experience. They were very accomadating and the food was excellent.
5	pos	train	Being a vegetarian, this was heavenly for me. Between my friends and I, we had a little bit of everything, and the waiter was more than helpful in our decision process. I can't WAIT to go back to Asheville and take some of my other friends to this diamond in the rough!
5	pos	train	wonderful fresh fish beautiful decor Friendly service Resonable Prices
5	pos	train	I frequent this restaurant often. I believe it's the best in the Esplanade Center. I enjoy bringing friends here for lunch and dinner. I love their wine menu. I plan to return often. It's definitely worth a try. *CHEERS* ~X~
5	pos	train	My experience here overall was wonderful. The Restaurant was used for a Family Reunion and we used the back room for the gathering of 45-60 people . this was a group of people that had not been in the same place in well over 20+ years. Consisting of 4 Famillies 3-4 Generations and it was the most beautiful time all could have had . The Wait staff was very helpful and Courteous . I highly reccommend this Restaurant Thank YOu LaurieAnne
5	pos	train	This was not my first visit, nor will it be my last. Great food, great quality. The salads and soups are great, but the fresh baked, honey butter topped croissants are sinfully good!
5	pos	train	Excellent dining experience-the best food, creative, fresh and delicious, generous portions. Jerry, the chef, owner is very accommodating and eager to please. We have eaten there three times by ourselves (as a couple) and once with our best friends. We will return often.
5	pos	train	My wife and I had eaten at Victory Lane before at their sunday brunch. As we were more than happy with the experience, we decided to return for the sunday prime rib special. At $11.95, we couldn't believe the meal we were served. We started with a soup and both of us ordered the prime rib medium. When the main course arrived, it was perfect. I couldn't believe the size of the portion. It was a good size, trimmed of most fat and cooked to perfection. My wife ordered the mashed sweet potatoes and said that they were the best potatoes she ever ate. Both of us can't wait to go back.
5	pos	train	The food and service at this little family diner was exceptional. We will keep visinting this establishment... while u are there tell the waitresses jokes, they are awesome.
5	pos	train	Everyone enjoyed their meal and there was plenty to eat, no one went away hungry. We went on a late Saturday afternoon and sat right down. We made our movie in plenty of time! We are definitely going to try to make the Sunday prime rib special!
5	pos	train	We live in Illinois (originally from NJ) and whenever we ask the kids where they want to go eat they say Shady Maple! A little too far away to come there often but whenever we come home to NJ we make sure we stop at Shady Maple!
5	pos	train	Glowbal had excellent service and food. The atmospher is great for the younger crowd- very funky and happening. I have eaten there twice and will defintaly return.
5	pos	train	The best Spanish food in New York. I am from Spain and I had my 28th birthday there and we all had a great time. Salud!
5	pos	train	The Black Oak offers some of the best clam chowder north of San Francisco, in my honest opinion. Black Oak is a great place if you want have a decent meal at a reasonable price. If your traveling through Vacaville and need to take a break give Black Oak a try. I love stopping by and ordering the soup and sandwich off the menu. Did I mention it's in walking range to the Vacaville Factory Outlet.
5	pos	train	After reading the reviews, I was concerned. HOWEVER... I took my daughter, son-in-law, grandaughter and wife for lunch 2/27/04 at noon. The wait was nominal, and the hostes kept up appraised of our seating availability. We were seated in a wonderful booth toward the N/E corner of the restaurant. Immediately our drink order was taken and served. Then Tiffany, our waitress explained the family style menu, made some suggestions as to selections and was off w/ our order. In a very reasonable amount of time, our order was served, HOT, and quite plentiful for a Lunch menu. Several times Tiffany returned to check on our satisfaction. We could not have been happier. Part of customer treatment, is determined by the tone set by the customer. We found the Iron Wok to be a GREAT dining experience and would highly recommend it to everyone.
5	pos	train	fajitas are the best!!!
5	pos	train	I've not only eaten at the Chicken Pie Shop, I used to get it to take home. Sure miss now that I've moved to WA. Wish I could get them to open up a place up here or show me how to do it.
5	pos	train	Bonfish Grill one of a large number of restaurants in Florida and other states. The food was excellent. All members of my party enjoyed there meals. The Ahi Tuna was prepared exactly as ordered. The desert (creme brulee) was some of the best ever. The Bonefish Grill is not cheap but it offers excellent seafood and service.
5	pos	train	They had great food ,great service at a great price
5	pos	train	It was a very romantic atmosphere, and this was great because I went with my girlfriend. We accepted the special Italian wine recomendation, and we loved it! The place is romantically-dark, small candle lamps on the table, delicate decorations, soft northern italian music, truly a wonderful experience. The manager came out and greeted us at the end, we ended up getting some nice port on the house! Definitely will return!
5	pos	train	ToDai is a wonderful restaurant. The food is served buffet-style which creates a nice, casual atmosphere. Some people may think it is a bit pricey but for the amount of food that you get, it is well worth it. It is an all-you-can-eat Japanese buffet. I haven't been to other ToDai locations but so far the one in San Jose is by far my favorite. My family and I set days aside just to go. It's fun and it delicious.
5	pos	train	This restaurant is situated right on the water in Long Beach, near PCH. It's only open for breakfast and lunch, and I've dined there many times for both The food is always served hot and delicious by a friendly face. I've taken many friends to this place and have always had great service, and great food. For casual dining, breakfast or lunch, this place is the best! Review submitted by: Kerry Reed DeLine
5	pos	train	"Located in the ""Condesa"" zone (Mexico City's most 'a la mode zone) it's a place where the very owner ask you to sit at his table, a man who is a poet, a music composer and a ""torero"" (bull fighter). The atmosphere is of a taurine fashion, with a live romantic piano. The menu includes all types of food (international), but the speciallity is chicken. A good place to meet with important, artistic and political people and pass a good time."
5	pos	train	The outdoor ambiance is wonderful, the food is fantastic, the servers are friendly, the bartenders are generous! They are definitely doing something right at this restaurant, since it has been around for such a long time and has continuously been a pleasurable experience....
5	pos	train	"James Fisher,owner/manager greeted us at the door and made us feel welcome as if we were family. We loved the buffalo shrimp appetizer ,it was huge a portion with a really nice kick!!!! Lets start with dinner,I had the grilled salmon with a pistachio orange glaze and can honestly say that it was the best I've ever tasted.My girlfriend had the ""Jim Beam"" NY strip and it was tasty & cooked to perfection, medium/rare of course. Chef Larry checked on us as he made his rounds. The bar has a great atmoshere and strong pina colada's. James says there outdoor bar is opening soon and we can't wait to see it.. This is a place we'll be sure to frequent!!!!"
5	pos	train	Excellent service, our server was very attentive to all of our needs. Very nice and relaxing atmosphere. The food was great and very fresh, with good prices. An overall good dining experience.
5	pos	train	Neighbor restaurant that serves seafood in shell form. It has a pizza parlor attached for the kids and a friendly atmosphere as a neighborhood bar. Drinks are cheap...martinis are only 4.00 and beer is cheap. Average meal runs about 10-14 dollars. I had lobster for 14.99 at 1.5 lbs. You won't go broke and you'll love the quality of the food. Remember you are going for shell food like the name nippers would indicate.
5	pos	train	"Almost entire staff Italian, we were seated in front of the open kitchen. The appetizer special that night was meatballs and sausage in red sauce. Now I grew up in South Philadelphia. Italians in So Philly call red sauce ""gravy"". This was the best gravy I had in 20 years. But the meatballs were outstanding, again I hadn't had meatballs this good since my ex girlfriend's grandmother used to make them over 20 years ago. Homemade sausage that was absolutely delightful. Baby eggplant appetizer was amazing. Lasagna out of this world, gnocchi with bolognese sauce ""bravo"". The service was truely amazing. Never did I have to ask for a single item; every single staff member was aware of every table, I have never seen such attention to detail in a busy busy restaurant, yet we felt as though it was such an intimate dining experience. Not cheap but worth every penny"
5	pos	train	my friends and I decided to this new japanese restaurant in downtown dallas next to purgatory night club. well let me tell you it blew me away when I first walked in. the atmosphere and decor was amazing, they had a samurai suit from the 1600's. the food and service was the best, we had a waiter that look like gohan from dragon ball z cartoon this guy was the best 5 star. the sushi was fresh and probably the best i've tasted in dallas. they even have a bar upstairs call the sake lounge.
5	pos	train	"As I am not from the Browns Mills area, I let my boyfriend select the restaurant we would be dining at for our fourth anniversary. When we pulled up to Riccardo's it was very misleading. I thought he had taken me to a pizzeria, but I was pleasantly surprised to find that there is much more to Riccardo's than great pizza! The nightly specials included fresh seafood and authentic Italian meals that franchises such as the ""olive garden"" couldn't come close to in price OR quality. The tables each had a candle and while it appeared very romantic, we opted to dine outside ( Dining area is surrounded by white fences with faux ivory climbing the sides and beautiful pavers on the ground) It was really charming, as was our waiter! Not only was our meal delicious, but the dessert tray was AMAZING! (and homemade!) Needless to say, I encourage everyone and anyone traveling through the area (or looking for somewhere new to dine) to try Riccardo's!"
5	pos	train	My wife and I have been to Veneto 3 times, and love it more each time. We used to be steadfast customers of Carraba's, but we have been permanently converted by the food, folks and great service at Veneto.
5	pos	train	I took someone to 6th & Main on a first date. We were treated like royalty. The service was excellent, the special filet was so tender it melted in your mouth. This place would be a find in Chicago or New York, but to find it in a small town in the foothills of the Blue Ridge mountains is something else. It's worth the drive. You'll not regret it.
5	pos	train	"This restaurant serves Continental cuisine with a smidgen of saffron in most of the dishes. Dining is a delightful experience. All of the dishes , desserts and service deserve a ""Bravo""!"
5	pos	train	Of all the restaurants I've visited in the US and abroad, this is the best. The food is delicious (everything on the menu is outstanding), the ambiance is charming, warm and inviting and the owner-hostess makes the visitor feel like he/she is the most important diner she has ever had the opportunity to serve. I have returned to Cambria several times just to enjoy this experience again and again.
5	pos	train	The Grotto is amazing! I'd recommend it to anyone who isn't satisfied with a Big Mac. Nowhere has better Italian food! Do your tastebuds a favor. Treat them to the Grotto!
5	pos	train	The atmosphere, food, service...everything was fabulous! The food was so delicious. The waiter was very attentive. He made excellent suggestions to me and my husband (or we would have been there all day trying to choose!) They have many great selections, premium wine by the glass (Italian, French & American), and 2 patios for outdoor dining. It was very upscale yet casual. They made you feel at home. I can't wait to go again.
5	pos	train	We had a wonderful experience. I had the seafood enchiladas which were very good. And I also had the Mahi Mahi with pistachios on a different night. Both were excellent. But the steak was also excellent. I definitely plan on going back.
5	pos	train	We did the carry out thing instead of sit down. Service was good, prices were excellent. Good Pizza cooked just like we ordered. They do have Subs, Salads, Oven Baked Pasta and Desserts. Give it a try you will not be SORRY.
5	pos	train	The food is Fantastic along with the prices and the service. Josh, Chrissy and Angie are the BEST!!!! The crabcakes are out of this world along with the Black Angus steak.
5	pos	train	The best real italian outside of florence!
5	pos	train	Vegetable dishes are flavorful, yet not heavy with oil and cream like at many other Indian restaurants. The tandoori dishes are also good, too. And it's great fun to watch the chef at the tandoors, slapping naans against their walls. Service is friendly.
5	pos	train	1. The waitress was a pleasure to have. She made us laugh, yet she also did a great job and never forgot to bring anything. She was always there to see if we needed anything, and to keep our drinks and coffee filled. Review submitted by: Joanna Crowell 2. There are over 200 Waffle Houses in metro-Atlanta alone! They are wonderful places to eat! Very quick service, cheap food, wonderful experience overall! They're only in the South, so when y'all are down here, check one out!
5	pos	train	"To the Staff and Owners of Las Olas Cafe: The next time you walk into a restaurant, any restaurant really, look at the faces of the people seated, already eating. See what the overall expression is on their faces. I guarantee you that you will not find faces like the ones we observed when we were led through your dining room. When patrons are truly pleased with the food, surroundings, and service of a place, it shows in their faces. They are animated; hands are moving when they talk, smiles, laughter, joking. What an atmosphere to walk into. We eat out a lot, 3-4 days a week, we cook a lot at home. We know good food, we know superior food. You people have definitely surpassed any experience we have had in many, many years! WOW, that was the word we kept using throughout our dinner on Friday 3/7/03. The decor was brilliant, the fact that our water glasses were consistently filled, considering that we drink massive amounts of water, without asking was the first indication that we had found a unique place. Jon our waiter was knowledgeable regarding the menu, giving his personal recommendations as well as other guests response to some our your menu items. Jon was the true professional waiter, friendly, knew his menu, perfect timing of courses, yet he was not overbearing. Silverware was replaced when needed. Ubiquitous is the word for this type of service. He was always just within sight of our table, yet he did not ""lurk"" over us. Very cheerful, well dressed and groomed, a true professional in this age of casual service, what a surprise!! The fried green tomatoes with crab were just amazing, we were able to taste everything in this dish, the same for the blackened scallops, the fish soup was mind blowing, just the right amount of everything, and again we were able to taste it all, nothing too powerful. The Chicken Capriccio was excellent as well as the Walnut Crusted Mahi-Mahi. As I stated when I was there, I have been in the restaurant industry for over 25 years and I truly believe that I had the best meal of my life at your establishment!! I will visit as often as possible. My partner said that we were lucky we found Las Olas Cafe on the last night of our visit, otherwise we without a doubt would have been there every night of our vacation!!! While I sometimes am hesitant to tell other people about such a great find, I will tell everyone about your establishment, it too good to keep to ourselves!!!! Continue your superb work, both in the front of the house as well as in the back. You people have achieved what such a small percentage of other have; you found perfect balance in these two areas, and the smiles of the other patrons told us that as soon as we sat down. Thank you so much, Jack Barry, Jr. Philadelphia, PA March, 2003"
5	pos	train	This has been become our regular Sunday brunch stop. Everything, from the decadent caramel French toast, light-as-a-feather crepes filled with custard or fresh fruit, to the omelettes are super fresh and delicious. The French country decor is very welcoming and the staff always go out of their way to please. I have also tried lunch and the savory crepes, sandwiches and salads are filled with the freshest and most flavorful ingredients. We are hooked!
5	pos	train	My husband and I find it a great local bar & grille to have a fine dinner, quick bite and a nice brunch. I recommend that others give it a try.
