positive  	UNI_fireside:1 UNI_cafe:1 UNI_wonderful:1 UNI_homestyle:1 UNI_cooking:1 UNI_great:1 UNI_service:1 UNI_home:1 UNI_like:1 UNI_atmosphere:1 BIGRAM_fireside_cafe:1 BIGRAM_cafe_wonderful:1 BIGRAM_wonderful_homestyle:1 BIGRAM_homestyle_cooking:1 BIGRAM_cooking_great:1 BIGRAM_great_service:1 BIGRAM_service_home:1 BIGRAM_home_like:1 BIGRAM_like_atmosphere:1 
positive  	UNI_restaurant:1 UNI_one:1 UNI_best:1 UNI_'ve:3 UNI_ever:3 UNI_food:1 UNI_fantastic:1 UNI_compliments:1 UNI_chef:3 UNI_atmosphere:1 UNI_relaxing:1 UNI_entertaining:1 UNI_dining:1 UNI_experience:1 UNI_raving:1 UNI_since:1 UNI_ca:1 UNI_n't:1 UNI_wait:1 UNI_go:1 UNI_back:1 BIGRAM_restaurant_one:1 BIGRAM_one_best:1 BIGRAM_best_'ve:1 BIGRAM_'ve_ever:1 BIGRAM_ever_food:1 BIGRAM_food_fantastic:1 BIGRAM_fantastic_compliments:1 BIGRAM_compliments_chef:1 BIGRAM_chef_atmosphere:1 BIGRAM_atmosphere_relaxing:1 BIGRAM_relaxing_chef:1 BIGRAM_chef_entertaining:1 BIGRAM_entertaining_dining:1 BIGRAM_dining_experience:1 BIGRAM_experience_'ve:1 BIGRAM_'ve_raving:1 BIGRAM_raving_ever:1 BIGRAM_ever_since:1 BIGRAM_since_ca:1 BIGRAM_ca_n't:1 BIGRAM_n't_wait:1 BIGRAM_wait_go:1 BIGRAM_go_back:1 
positive  	UNI_great:1 UNI_atmosphere:1 UNI_welcomong:1 UNI_staff:1 UNI_menu:1 UNI_table:1 UNI_contents:1 UNI_wow:1 UNI_everyone:1 UNI_even:1 UNI_particular:1 UNI_find:1 UNI_something:1 UNI_excite:1 UNI_perhaps:1 UNI_idea:1 UNI_widespread:1 UNI_offering:1 UNI_choice:1 UNI_soup/salad:1 UNI_desert:1 UNI_attractive:1 UNI_option:1 UNI_enjoyed:1 UNI_excellent:1 UNI_salmon:1 UNI_served:1 UNI_ravioli:1 UNI_parmesan:1 UNI_sauce:3 UNI_gnochi:1 UNI_pistachio:1 UNI_server:1 UNI_ben:1 UNI_prince:1 UNI_bill:1 UNI_pleasant:1 UNI_surprise:1 BIGRAM_great_atmosphere:1 BIGRAM_atmosphere_welcomong:1 BIGRAM_welcomong_staff:1 BIGRAM_staff_menu:1 BIGRAM_menu_table:1 BIGRAM_table_contents:1 BIGRAM_contents_wow:1 BIGRAM_wow_everyone:1 BIGRAM_everyone_even:1 BIGRAM_even_particular:1 BIGRAM_particular_find:1 BIGRAM_find_something:1 BIGRAM_something_excite:1 BIGRAM_excite_perhaps:1 BIGRAM_perhaps_idea:1 BIGRAM_idea_widespread:1 BIGRAM_widespread_offering:1 BIGRAM_offering_choice:1 BIGRAM_choice_soup/salad:1 BIGRAM_soup/salad_desert:1 BIGRAM_desert_attractive:1 BIGRAM_attractive_option:1 BIGRAM_option_enjoyed:1 BIGRAM_enjoyed_excellent:1 BIGRAM_excellent_salmon:1 BIGRAM_salmon_served:1 BIGRAM_served_ravioli:1 BIGRAM_ravioli_parmesan:1 BIGRAM_parmesan_sauce:1 BIGRAM_sauce_gnochi:1 BIGRAM_gnochi_pistachio:1 BIGRAM_pistachio_sauce:1 BIGRAM_sauce_server:1 BIGRAM_server_ben:1 BIGRAM_ben_prince:1 BIGRAM_prince_bill:1 BIGRAM_bill_pleasant:1 BIGRAM_pleasant_surprise:1 
positive  	UNI_food:1 UNI_best:1 UNI_run:1 UNI_family:1 UNI_feel:1 UNI_right:1 UNI_home:1 UNI_average:1 UNI_chain:1 UNI_rest:1 UNI_first:1 UNI_class:1 UNI_way:1 UNI_casual:1 UNI_attire:1 UNI_norm:1 UNI_make:1 UNI_reservations:1 UNI_busy:1 UNI_evening:1 UNI_fri.:1 UNI_sat:1 BIGRAM_food_best:1 BIGRAM_best_run:1 BIGRAM_run_family:1 BIGRAM_family_feel:1 BIGRAM_feel_right:1 BIGRAM_right_home:1 BIGRAM_home_average:1 BIGRAM_average_chain:1 BIGRAM_chain_rest:1 BIGRAM_rest_first:1 BIGRAM_first_class:1 BIGRAM_class_way:1 BIGRAM_way_casual:1 BIGRAM_casual_attire:1 BIGRAM_attire_norm:1 BIGRAM_norm_make:1 BIGRAM_make_reservations:1 BIGRAM_reservations_busy:1 BIGRAM_busy_evening:1 BIGRAM_evening_fri.:1 BIGRAM_fri._sat:1 
positive  	UNI_carrabba:1 UNI_'s:1 UNI_favorite:1 UNI_restaurant:1 UNI_depending:1 UNI_mood:1 UNI_guess:1 UNI_first:1 UNI_time:1 UNI_ate:1 UNI_family:1 UNI_five:1 UNI_sister:1 UNI_husband:1 UNI_mother:1 UNI_visiting:1 UNI_n.:1 UNI_ireland:1 UNI_food:1 UNI_service:1 UNI_absolutly:1 UNI_superb:1 UNI_price:1 UNI_little:1 UNI_bit:1 UNI_high:1 UNI_side:1 UNI_understandable:1 UNI_reason:1 UNI_give:1 UNI_atmosphere:1 UNI_4:1 UNI_allow:1 UNI_smoking:3 UNI_son:1 UNI_asthema:1 UNI_try:1 UNI_get:1 UNI_table:1 UNI_far:1 UNI_away:1 UNI_possible:1 UNI_overall:1 UNI_would:1 UNI_highly:1 UNI_recommend:1 UNI_place:1 UNI_return:1 UNI_frequently:1 BIGRAM_carrabba_'s:1 BIGRAM_'s_favorite:1 BIGRAM_favorite_restaurant:1 BIGRAM_restaurant_depending:1 BIGRAM_depending_mood:1 BIGRAM_mood_guess:1 BIGRAM_guess_first:1 BIGRAM_first_time:1 BIGRAM_time_ate:1 BIGRAM_ate_family:1 BIGRAM_family_five:1 BIGRAM_five_sister:1 BIGRAM_sister_husband:1 BIGRAM_husband_mother:1 BIGRAM_mother_visiting:1 BIGRAM_visiting_n.:1 BIGRAM_n._ireland:1 BIGRAM_ireland_food:1 BIGRAM_food_service:1 BIGRAM_service_absolutly:1 BIGRAM_absolutly_superb:1 BIGRAM_superb_price:1 BIGRAM_price_little:1 BIGRAM_little_bit:1 BIGRAM_bit_high:1 BIGRAM_high_side:1 BIGRAM_side_understandable:1 BIGRAM_understandable_reason:1 BIGRAM_reason_give:1 BIGRAM_give_atmosphere:1 BIGRAM_atmosphere_4:1 BIGRAM_4_allow:1 BIGRAM_allow_smoking:1 BIGRAM_smoking_son:1 BIGRAM_son_asthema:1 BIGRAM_asthema_try:1 BIGRAM_try_get:1 BIGRAM_get_table:1 BIGRAM_table_far:1 BIGRAM_far_away:1 BIGRAM_away_smoking:1 BIGRAM_smoking_possible:1 BIGRAM_possible_overall:1 BIGRAM_overall_would:1 BIGRAM_would_highly:1 BIGRAM_highly_recommend:1 BIGRAM_recommend_place:1 BIGRAM_place_return:1 BIGRAM_return_frequently:1 
positive  	UNI_food:1 UNI_excellent:3 UNI_service:1 UNI_pies:1 UNI_die:1 UNI_prices:1 UNI_reasonable:1 UNI_waitress:1 UNI_helpful:1 UNI_would:1 UNI_definitely:1 UNI_go:1 UNI_back:1 UNI_dine:1 BIGRAM_food_excellent:1 BIGRAM_excellent_service:1 BIGRAM_service_excellent:1 BIGRAM_excellent_pies:1 BIGRAM_pies_die:1 BIGRAM_die_prices:1 BIGRAM_prices_reasonable:1 BIGRAM_reasonable_waitress:1 BIGRAM_waitress_helpful:1 BIGRAM_helpful_would:1 BIGRAM_would_definitely:1 BIGRAM_definitely_go:1 BIGRAM_go_back:1 BIGRAM_back_dine:1 
positive  	UNI_mary:3 UNI_owners:1 UNI_nailed:1 UNI_restaurant:1 UNI_smaller:1 UNI_intimate:1 UNI_perfect:1 UNI_romantic:1 UNI_night:1 UNI_menu:1 UNI_wonderful:1 UNI_blend:1 UNI_italian:1 UNI_favorites:1 UNI_veal:3 UNI_chicken:3 UNI_picata:1 UNI_marsala:1 UNI_etc:1 UNI_great:3 UNI_red:1 UNI_sauce:1 UNI_subtle:1 UNI_yet:1 UNI_delicious:1 UNI_twists:1 UNI_classic:1 UNI_dishes:1 UNI_angelina:1 UNI_vintners:1 UNI_variety:1 UNI_fresh:1 UNI_fish:1 UNI_also:1 UNI_prepared:1 UNI_daily:1 UNI_must:1 UNI_try:1 UNI_cioppino:1 UNI_save:1 UNI_room:1 UNI_'s:1 UNI_home:3 UNI_made:1 UNI_desserts:1 UNI_really:1 UNI_makes:1 UNI_cobblers:1 UNI_favorite:1 UNI_sticky:1 UNI_irish:1 UNI_toffee:1 UNI_cake:1 UNI_prices:1 UNI_reasonable:1 UNI_wine:1 UNI_cellar:1 UNI_unique:1 UNI_service:1 UNI_make:1 UNI_reservations:1 UNI_friday:1 UNI_saturday:1 UNI_nights:1 UNI_tho:1 UNI_open:1 UNI_tues.:1 UNI_sat:1 UNI_go:1 UNI_'ll:1 UNI_back:1 BIGRAM_mary_owners:1 BIGRAM_owners_nailed:1 BIGRAM_nailed_restaurant:1 BIGRAM_restaurant_smaller:1 BIGRAM_smaller_intimate:1 BIGRAM_intimate_perfect:1 BIGRAM_perfect_romantic:1 BIGRAM_romantic_night:1 BIGRAM_night_menu:1 BIGRAM_menu_wonderful:1 BIGRAM_wonderful_blend:1 BIGRAM_blend_italian:1 BIGRAM_italian_favorites:1 BIGRAM_favorites_veal:1 BIGRAM_veal_chicken:1 BIGRAM_chicken_picata:1 BIGRAM_picata_marsala:1 BIGRAM_marsala_etc:1 BIGRAM_etc_great:1 BIGRAM_great_red:1 BIGRAM_red_sauce:1 BIGRAM_sauce_subtle:1 BIGRAM_subtle_yet:1 BIGRAM_yet_delicious:1 BIGRAM_delicious_twists:1 BIGRAM_twists_classic:1 BIGRAM_classic_dishes:1 BIGRAM_dishes_veal:1 BIGRAM_veal_angelina:1 BIGRAM_angelina_vintners:1 BIGRAM_vintners_chicken:1 BIGRAM_chicken_variety:1 BIGRAM_variety_fresh:1 BIGRAM_fresh_fish:1 BIGRAM_fish_also:1 BIGRAM_also_prepared:1 BIGRAM_prepared_daily:1 BIGRAM_daily_must:1 BIGRAM_must_try:1 BIGRAM_try_cioppino:1 BIGRAM_cioppino_save:1 BIGRAM_save_room:1 BIGRAM_room_mary:1 BIGRAM_mary_'s:1 BIGRAM_'s_home:1 BIGRAM_home_made:1 BIGRAM_made_desserts:1 BIGRAM_desserts_really:1 BIGRAM_really_makes:1 BIGRAM_makes_home:1 BIGRAM_home_cobblers:1 BIGRAM_cobblers_favorite:1 BIGRAM_favorite_sticky:1 BIGRAM_sticky_irish:1 BIGRAM_irish_toffee:1 BIGRAM_toffee_cake:1 BIGRAM_cake_prices:1 BIGRAM_prices_reasonable:1 BIGRAM_reasonable_wine:1 BIGRAM_wine_cellar:1 BIGRAM_cellar_unique:1 BIGRAM_unique_service:1 BIGRAM_service_great:1 BIGRAM_great_make:1 BIGRAM_make_reservations:1 BIGRAM_reservations_friday:1 BIGRAM_friday_saturday:1 BIGRAM_saturday_nights:1 BIGRAM_nights_tho:1 BIGRAM_tho_open:1 BIGRAM_open_tues.:1 BIGRAM_tues._sat:1 BIGRAM_sat_go:1 BIGRAM_go_'ll:1 BIGRAM_'ll_back:1 
positive  	UNI_great:1 UNI_food:1 UNI_service:1 UNI_atmosphere:1 UNI_eat:1 UNI_least:1 UNI_twice:1 UNI_month:1 BIGRAM_great_food:1 BIGRAM_food_service:1 BIGRAM_service_atmosphere:1 BIGRAM_atmosphere_eat:1 BIGRAM_eat_least:1 BIGRAM_least_twice:1 BIGRAM_twice_month:1 
positive  	UNI_incredible:3 UNI_people:1 UNI_menu:1 UNI_enjoyed:1 UNI_steaks:1 UNI_seafood:1 UNI_well:1 UNI_help:1 UNI_owner:1 UNI_showed:1 UNI_son:1 UNI_eat:1 UNI_crab:1 UNI_legs:1 UNI_think:1 UNI_name:1 UNI_ms.:1 UNI_daniels:1 UNI_small:1 UNI_town:1 UNI_proud:1 UNI_wonderful:1 UNI_establishment:1 UNI_prices:1 UNI_cheap:1 UNI_food:1 UNI_great:1 UNI_service:1 UNI_atmosphere:1 UNI_best:1 UNI_'ve:1 UNI_seen:1 BIGRAM_incredible_people:1 BIGRAM_people_incredible:1 BIGRAM_incredible_menu:1 BIGRAM_menu_enjoyed:1 BIGRAM_enjoyed_steaks:1 BIGRAM_steaks_seafood:1 BIGRAM_seafood_well:1 BIGRAM_well_help:1 BIGRAM_help_owner:1 BIGRAM_owner_showed:1 BIGRAM_showed_son:1 BIGRAM_son_eat:1 BIGRAM_eat_crab:1 BIGRAM_crab_legs:1 BIGRAM_legs_think:1 BIGRAM_think_name:1 BIGRAM_name_ms.:1 BIGRAM_ms._daniels:1 BIGRAM_daniels_small:1 BIGRAM_small_town:1 BIGRAM_town_proud:1 BIGRAM_proud_wonderful:1 BIGRAM_wonderful_establishment:1 BIGRAM_establishment_prices:1 BIGRAM_prices_cheap:1 BIGRAM_cheap_food:1 BIGRAM_food_great:1 BIGRAM_great_service:1 BIGRAM_service_atmosphere:1 BIGRAM_atmosphere_best:1 BIGRAM_best_'ve:1 BIGRAM_'ve_seen:1 
positive  	UNI_chef:1 UNI_jean-claude:1 UNI_makes:1 UNI_incredible:1 UNI_gourmet:1 UNI_dishes:1 UNI_nice:1 UNI_attmosphere:1 UNI_location:1 UNI_worth:1 UNI_trip:1 UNI_sierra:1 UNI_foothills:1 BIGRAM_chef_jean-claude:1 BIGRAM_jean-claude_makes:1 BIGRAM_makes_incredible:1 BIGRAM_incredible_gourmet:1 BIGRAM_gourmet_dishes:1 BIGRAM_dishes_nice:1 BIGRAM_nice_attmosphere:1 BIGRAM_attmosphere_location:1 BIGRAM_location_worth:1 BIGRAM_worth_trip:1 BIGRAM_trip_sierra:1 BIGRAM_sierra_foothills:1 
positive  	UNI_g/f:1 UNI_eaten:1 UNI_many:1 UNI_times:1 UNI_usually:3 UNI_go:3 UNI_whenever:1 UNI_buy:1 UNI_one:3 UNI_get:1 UNI_entree:1 UNI_free:1 UNI_coupons:1 UNI_monthly:1 UNI_clipper:1 UNI_since:3 UNI_really:3 UNI_ca:1 UNI_n't:1 UNI_afford:1 UNI_spend:1 UNI_80:1 UNI_including:1 UNI_tip:1 UNI_normal:1 UNI_dinner:1 UNI_date:1 UNI_love:3 UNI_food:3 UNI_cant:1 UNI_handle:1 UNI_anything:1 UNI_spicy:3 UNI_cajun:3 UNI_figure:1 UNI_fact:1 UNI_nothing:1 UNI_obnoxiously:1 UNI_perfect:1 UNI_chef:1 UNI_best:1 UNI_specialists:1 UNI_region:3 UNI_add:1 UNI_right:1 UNI_amount:1 UNI_spice:1 UNI_everything:1 UNI_'s:3 UNI_always:3 UNI_cooked:1 UNI_perfectly:1 UNI_wait:1 UNI_never:1 UNI_long:3 UNI_timing:1 UNI_appetizers/salads/main:1 UNI_course:1 UNI_nicely:1 UNI_spaced:1 UNI_quick:1 UNI_slow:1 UNI_last:1 UNI_time:3 UNI_waiter:1 UNI_took:1 UNI_oddly:1 UNI_first:1 UNI_take:1 UNI_order:1 UNI_refill:1 UNI_water:1 UNI_service:1 UNI_better:1 UNI_though:1 UNI_staf:1 UNI_friendly:1 UNI_personable:1 UNI_maybe:1 UNI_rough:1 UNI_day:1 UNI_something:1 UNI_also:1 UNI_small:1 UNI_intimate:1 UNI_atmosphere:1 UNI_luckily:1 UNI_havent:1 UNI_share:1 UNI_space:1 UNI_w/:1 UNI_rowdy:1 UNI_party:1 UNI_isnt:1 UNI_type:3 UNI_place:3 UNI_attract:1 UNI_crowd:1 UNI_overall:1 UNI_unique:1 UNI_dine:1 UNI_far:1 UNI_concerned:1 BIGRAM_g/f_eaten:1 BIGRAM_eaten_many:1 BIGRAM_many_times:1 BIGRAM_times_usually:1 BIGRAM_usually_go:1 BIGRAM_go_whenever:1 BIGRAM_whenever_buy:1 BIGRAM_buy_one:1 BIGRAM_one_get:1 BIGRAM_get_one:1 BIGRAM_one_entree:1 BIGRAM_entree_free:1 BIGRAM_free_coupons:1 BIGRAM_coupons_monthly:1 BIGRAM_monthly_clipper:1 BIGRAM_clipper_since:1 BIGRAM_since_really:1 BIGRAM_really_ca:1 BIGRAM_ca_n't:1 BIGRAM_n't_afford:1 BIGRAM_afford_spend:1 BIGRAM_spend_80:1 BIGRAM_80_including:1 BIGRAM_including_tip:1 BIGRAM_tip_normal:1 BIGRAM_normal_dinner:1 BIGRAM_dinner_date:1 BIGRAM_date_love:1 BIGRAM_love_food:1 BIGRAM_food_cant:1 BIGRAM_cant_handle:1 BIGRAM_handle_anything:1 BIGRAM_anything_spicy:1 BIGRAM_spicy_love:1 BIGRAM_love_cajun:1 BIGRAM_cajun_food:1 BIGRAM_food_go:1 BIGRAM_go_figure:1 BIGRAM_figure_fact:1 BIGRAM_fact_nothing:1 BIGRAM_nothing_obnoxiously:1 BIGRAM_obnoxiously_spicy:1 BIGRAM_spicy_perfect:1 BIGRAM_perfect_chef:1 BIGRAM_chef_best:1 BIGRAM_best_cajun:1 BIGRAM_cajun_specialists:1 BIGRAM_specialists_region:1 BIGRAM_region_add:1 BIGRAM_add_right:1 BIGRAM_right_amount:1 BIGRAM_amount_spice:1 BIGRAM_spice_everything:1 BIGRAM_everything_'s:1 BIGRAM_'s_always:1 BIGRAM_always_cooked:1 BIGRAM_cooked_perfectly:1 BIGRAM_perfectly_wait:1 BIGRAM_wait_food:1 BIGRAM_food_never:1 BIGRAM_never_long:1 BIGRAM_long_timing:1 BIGRAM_timing_appetizers/salads/main:1 BIGRAM_appetizers/salads/main_course:1 BIGRAM_course_always:1 BIGRAM_always_nicely:1 BIGRAM_nicely_spaced:1 BIGRAM_spaced_quick:1 BIGRAM_quick_slow:1 BIGRAM_slow_last:1 BIGRAM_last_time:1 BIGRAM_time_waiter:1 BIGRAM_waiter_took:1 BIGRAM_took_oddly:1 BIGRAM_oddly_long:1 BIGRAM_long_time:1 BIGRAM_time_first:1 BIGRAM_first_take:1 BIGRAM_take_order:1 BIGRAM_order_refill:1 BIGRAM_refill_water:1 BIGRAM_water_service:1 BIGRAM_service_usually:1 BIGRAM_usually_better:1 BIGRAM_better_though:1 BIGRAM_though_since:1 BIGRAM_since_staf:1 BIGRAM_staf_always:1 BIGRAM_always_friendly:1 BIGRAM_friendly_personable:1 BIGRAM_personable_maybe:1 BIGRAM_maybe_rough:1 BIGRAM_rough_day:1 BIGRAM_day_something:1 BIGRAM_something_also:1 BIGRAM_also_love:1 BIGRAM_love_small:1 BIGRAM_small_intimate:1 BIGRAM_intimate_atmosphere:1 BIGRAM_atmosphere_luckily:1 BIGRAM_luckily_havent:1 BIGRAM_havent_share:1 BIGRAM_share_space:1 BIGRAM_space_w/:1 BIGRAM_w/_rowdy:1 BIGRAM_rowdy_party:1 BIGRAM_party_really:1 BIGRAM_really_isnt:1 BIGRAM_isnt_type:1 BIGRAM_type_place:1 BIGRAM_place_attract:1 BIGRAM_attract_type:1 BIGRAM_type_crowd:1 BIGRAM_crowd_overall:1 BIGRAM_overall_love:1 BIGRAM_love_place:1 BIGRAM_place_'s:1 BIGRAM_'s_really:1 BIGRAM_really_unique:1 BIGRAM_unique_place:1 BIGRAM_place_dine:1 BIGRAM_dine_region:1 BIGRAM_region_far:1 BIGRAM_far_food:1 BIGRAM_food_concerned:1 
positive  	UNI_eating:1 UNI_wonderful:1 UNI_resturant:1 UNI_since:1 UNI_moved:1 UNI_area:1 UNI_16:1 UNI_years:1 UNI_ago:1 UNI_would:1 UNI_order:1 UNI_pizza:3 UNI_place:3 UNI_riccardos:1 UNI_much:1 UNI_owner:1 UNI_chef:1 UNI_vito:1 UNI_always:3 UNI_ask:1 UNI_family:3 UNI_food:3 UNI_prepares:1 UNI_delicious:1 UNI_wholly:1 UNI_satisfiying:1 UNI_filling:1 UNI_also:1 UNI_changing:1 UNI_updating:1 UNI_atmosphere:1 UNI_continue:1 UNI_patronize:1 UNI_fine:1 UNI_establishment:1 BIGRAM_eating_wonderful:1 BIGRAM_wonderful_resturant:1 BIGRAM_resturant_since:1 BIGRAM_since_moved:1 BIGRAM_moved_area:1 BIGRAM_area_16:1 BIGRAM_16_years:1 BIGRAM_years_ago:1 BIGRAM_ago_would:1 BIGRAM_would_order:1 BIGRAM_order_pizza:1 BIGRAM_pizza_place:3 BIGRAM_place_riccardos:1 BIGRAM_riccardos_much:1 BIGRAM_much_pizza:1 BIGRAM_place_owner:1 BIGRAM_owner_chef:1 BIGRAM_chef_vito:1 BIGRAM_vito_always:1 BIGRAM_always_ask:1 BIGRAM_ask_family:1 BIGRAM_family_food:1 BIGRAM_food_prepares:1 BIGRAM_prepares_delicious:1 BIGRAM_delicious_wholly:1 BIGRAM_wholly_satisfiying:1 BIGRAM_satisfiying_filling:1 BIGRAM_filling_also:1 BIGRAM_also_always:1 BIGRAM_always_changing:1 BIGRAM_changing_updating:1 BIGRAM_updating_food:1 BIGRAM_food_atmosphere:1 BIGRAM_atmosphere_family:1 BIGRAM_family_continue:1 BIGRAM_continue_patronize:1 BIGRAM_patronize_fine:1 BIGRAM_fine_establishment:1 
positive  	UNI_believe:1 UNI_place:1 UNI_could:1 UNI_get:1 UNI_bad:1 UNI_review:1 UNI_bar:1 UNI_world:1 UNI_class:1 UNI_service:1 UNI_excellent:1 UNI_food:1 UNI_superb:1 UNI_business:1 UNI_dinner:1 UNI_rushed:1 UNI_definitely:1 UNI_return:1 UNI_romantic:1 UNI_event:1 UNI_well:1 UNI_done:1 UNI_bravo:1 BIGRAM_believe_place:1 BIGRAM_place_could:1 BIGRAM_could_get:1 BIGRAM_get_bad:1 BIGRAM_bad_review:1 BIGRAM_review_bar:1 BIGRAM_bar_world:1 BIGRAM_world_class:1 BIGRAM_class_service:1 BIGRAM_service_excellent:1 BIGRAM_excellent_food:1 BIGRAM_food_superb:1 BIGRAM_superb_business:1 BIGRAM_business_dinner:1 BIGRAM_dinner_rushed:1 BIGRAM_rushed_definitely:1 BIGRAM_definitely_return:1 BIGRAM_return_romantic:1 BIGRAM_romantic_event:1 BIGRAM_event_well:1 BIGRAM_well_done:1 BIGRAM_done_bravo:1 
positive  	UNI_wonderful:1 UNI_authentic:1 UNI_japanese:1 UNI_food:1 UNI_sat:1 UNI_sushi:1 UNI_bar:1 UNI_ordered:1 UNI_'dinner:1 UNI_box:1 UNI_see:1 UNI_picture:1 UNI_website:1 UNI_www.sushiomaha.com:1 UNI_would:1 UNI_recommend:1 UNI_restaurant:1 UNI_'re:1 UNI_ever:1 UNI_omaha:1 BIGRAM_wonderful_authentic:1 BIGRAM_authentic_japanese:1 BIGRAM_japanese_food:1 BIGRAM_food_sat:1 BIGRAM_sat_sushi:1 BIGRAM_sushi_bar:1 BIGRAM_bar_ordered:1 BIGRAM_ordered_'dinner:1 BIGRAM_'dinner_box:1 BIGRAM_box_see:1 BIGRAM_see_picture:1 BIGRAM_picture_website:1 BIGRAM_website_www.sushiomaha.com:1 BIGRAM_www.sushiomaha.com_would:1 BIGRAM_would_recommend:1 BIGRAM_recommend_restaurant:1 BIGRAM_restaurant_'re:1 BIGRAM_'re_ever:1 BIGRAM_ever_omaha:1 
positive  	UNI_yes:1 UNI_must:1 UNI_say:3 UNI_best:3 UNI_kept:3 UNI_secret:3 UNI_hell:1 UNI_'s:1 UNI_kitchen:1 UNI_friends:1 UNI_told:1 UNI_try:1 UNI_went:1 UNI_group:1 UNI_area:1 UNI_realy:1 UNI_think:3 UNI_true:1 UNI_peaple:1 UNI_restaurant:3 UNI_well:1 UNI_enjoy:1 UNI_going:3 UNI_treat:1 UNI_like:1 UNI_home:1 UNI_keep:1 UNI_meson:1 UNI_sevilla:1 UNI_years:1 UNI_come:1 BIGRAM_yes_must:1 BIGRAM_must_say:1 BIGRAM_say_best:1 BIGRAM_best_kept:1 BIGRAM_kept_secret:3 BIGRAM_secret_hell:1 BIGRAM_hell_'s:1 BIGRAM_'s_kitchen:1 BIGRAM_kitchen_friends:1 BIGRAM_friends_told:1 BIGRAM_told_try:1 BIGRAM_try_went:1 BIGRAM_went_group:1 BIGRAM_group_best:1 BIGRAM_best_area:1 BIGRAM_area_realy:1 BIGRAM_realy_think:1 BIGRAM_think_true:1 BIGRAM_true_peaple:1 BIGRAM_peaple_say:1 BIGRAM_say_restaurant:1 BIGRAM_restaurant_well:1 BIGRAM_well_kept:1 BIGRAM_secret_enjoy:1 BIGRAM_enjoy_going:1 BIGRAM_going_restaurant:1 BIGRAM_restaurant_treat:1 BIGRAM_treat_like:1 BIGRAM_like_home:1 BIGRAM_home_think:1 BIGRAM_think_keep:1 BIGRAM_keep_going:1 BIGRAM_going_meson:1 BIGRAM_meson_sevilla:1 BIGRAM_sevilla_years:1 BIGRAM_years_come:1 
positive  	UNI_norma:1 UNI_'s:3 UNI_gem:1 UNI_food:3 UNI_wonderul:1 UNI_front:1 UNI_serves:1 UNI_la:1 UNI_carte:1 UNI_lebanese:1 UNI_fresh:1 UNI_delicious:1 UNI_back:1 UNI_room:1 UNI_8:1 UNI_course:1 UNI_moroccan:1 UNI_feast:1 UNI_diner:1 UNI_treated:1 UNI_royally:1 UNI_even:1 UNI_belly:1 UNI_dancing:1 UNI_fridays:1 UNI_saturday:1 UNI_nights:1 UNI_go:1 UNI_group:1 UNI_blast:1 BIGRAM_norma_'s:1 BIGRAM_'s_gem:1 BIGRAM_gem_food:1 BIGRAM_food_wonderul:1 BIGRAM_wonderul_front:1 BIGRAM_front_serves:1 BIGRAM_serves_la:1 BIGRAM_la_carte:1 BIGRAM_carte_lebanese:1 BIGRAM_lebanese_food:1 BIGRAM_food_fresh:1 BIGRAM_fresh_delicious:1 BIGRAM_delicious_back:1 BIGRAM_back_room:1 BIGRAM_room_8:1 BIGRAM_8_course:1 BIGRAM_course_moroccan:1 BIGRAM_moroccan_feast:1 BIGRAM_feast_diner:1 BIGRAM_diner_treated:1 BIGRAM_treated_royally:1 BIGRAM_royally_even:1 BIGRAM_even_belly:1 BIGRAM_belly_dancing:1 BIGRAM_dancing_fridays:1 BIGRAM_fridays_saturday:1 BIGRAM_saturday_nights:1 BIGRAM_nights_go:1 BIGRAM_go_group:1 BIGRAM_group_'s:1 BIGRAM_'s_blast:1 
